NID	CHN	ETCM	TCMID	SYM	TCMSP	PINYIN	LATIN	TYPE	FAMILY_CHN	FAMILY_ENG	Specifications	Property_CHN	Property_Eng	Flavor_CHN	Flavor_ENG	Meridian_Tropism_CHN	Meridian_Tropism_ENG	Indication_CHN	Indication_ENG	English_Name	Class_Chinese	UsePart	Syndromes	itcm
3073	人参花蕾		TCMID_H_4540			REN SHEN HUA LEI	Panax ginseng [Syn. Panax schinseng ]	Plant medicine	五加科	Araliaceae								大补元气，补脾益肺，生津止渴，安神益智。	To supplement original qi  greatly, supplement spleen and boost lung, engender liquid and allay thirst, quiet spirit and boost wits.			bud	Qi vacuity and verging on desertion, spleen vacuity and fatigued body, inappetence, vomiting, diarrhea, lung vacuity and shortness of breath, cough, hasty asthma, vacuity and profuse sweating, fluid damage and thirst, diabetes mellitus, insomnia and frequent dreaming, fright palpitation and amnesia, anemia with yellow complexion, kidney vacuity impotence, frequent urination,  qi -blood fluids vacuity depletion.	itcm_h_3073
3074	山胡椒		TCMID_H_2001			SHAN HU JIAO	Lindera glauca	Plant medicine	樟科	Lauraceae								温心散寒，行气止痛，平喘。	To warm center and dissipate cold, move qi  and relieve pain, calm asthma.			fruit	Cold pain in stomach duct and abdomen, glomus fullness, asthma.	itcm_h_3074
3075			TCMID_H_6833			RAN SE SANG	Morus tinctoria	Plant medicine	桑科	Moraceae														itcm_h_3075
3076	阿比西尼亚刺桐		TCMID_H_6286			A BI XI NI YA CI TONG	Erythrina abyssinica	Plant medicine	豆科	Fabaceae														itcm_h_3076
3077	阿育魏实		TCMID_H_4447			A YU WEI	Trachyspermum ammi	Plant medicine	伞形科	Apiaceae								散寒止痛，解毒祛湿。	To dissipate cold and relieve pain, resolve toxin and disinhibit damp.			fruit	Cold pain in stomach duct and abdomen, indigestion, vomiting nausea, diarrhea, cold mounting, dysmenorrhea, urethral stone, swelling pain of sore and boil.	itcm_h_3077
3078	紫薇叶		TCMID_H_7165			ZI WEI YE	Lagerstroemia indica	Plant medicine	千屈菜科	Lythraceae								清热解毒，祛湿止血。	To clear heat and resolve toxin, disinhibit damp and stanch bleeding.			leaf	Dysentery, eczema, bleeding due to external injury.	itcm_h_3078
3079	波斯贝母		TCMID_H_5686			TAO BEI MU	Fritillaria persica	Plant medicine	百合科	Liliaceae														itcm_h_3079
3080			TCMID_H_3298			NGUANG-CHUM	Getonia floribunda	Plant medicine	使君子科	Combretaceae														itcm_h_3080
3081			TCMID_H_7652			DI TU YI.	Rhizocarpon geographicum	unknown																itcm_h_3081
3082			TCMID_H_4903			BAI GUI BI	Phallus impudicus	unknown										祛风除湿，活血止痛。	To dispel wind and eliminate damp, quicken blood and relieve pain.			sporocarp	Wind-damp pain.	itcm_h_3082
3083			TCMID_H_5461			ZI YU LAN HUA		unknown																itcm_h_3083
3084			TCMID_H_5629			XI JUAN YA CONG	Scorzonera hispanica	Plant medicine	菊科	Asteraceae														itcm_h_3084
3085	野决明		TCMID_H_1963			YE JUE MING	Thermopsis lupinoides	Plant medicine	豆科	Fabaceae								解毒消肿，祛痰催吐。	To resolve toxin and disperse swelling, dispel phlegm and promote vomiting.			whole herb and seed	Malign sore, scab and lichen.	itcm_h_3085
3086	短瓣花		TCMID_H_5991			DUAN BAN HUA	Brachystemma calycinum	Plant medicine	石竹科	Caryophyllaceae								活血化瘀，通瘀化浊，解毒消肿。	To quicken blood and transform stasis, free strangury and transform turbid, resolve toxin and disperse swelling.			root or whole herb	Blood stasis and dysmenorrhea, menstrual block, aberratio mensium, concretion and conglomeration with mass, heat strangury, blood strangury, white turbidity, leukorrhea, impediment pain into network vessels, hypertonicity of sinews and vessels, knocks and falls, swelling toxin of welling abscess and sore, nipple moth, diphtheria.	itcm_h_3086
3087	麻疯树		TCMID_H_5230			MA FENG SHU	Jatropha curcas	Plant medicine	大戟科	Euphorbiaceae								化瘀消肿，止血止痛，杀虫止痒。	To dissipate stasis and disperse swelling, stanch bleeding, relieve pain, kill worms and relieve itch.			bark and leaf	Stasis swelling from knocks and falls, fracture and pain, contusion in joints, bleeding from wounds, leprosy (leprosy), scab and lichen, eczema, tinea capitis, ulcer of lower limb, foot lichen, trichomonas vaginalis.	itcm_h_3087
3088	鹅肉		TCMID_H_3373			E CUI	Anser cygnoides domestica	animal medicine(including insect)														tail meat	Otitis media, deafness.	itcm_h_3088
3089			TCMID_H_7346			ZU YE CAO	Polygala peltatum	Plant medicine	远志科	Polygalaceae														itcm_h_3089
3090	薄叶乌头		TCMID_H_1757			BO YE WU TOU	Aconitum fischeri	Plant medicine	毛茛科	Ranunculaceae														itcm_h_3090
3091			TCMID_H_3353			NI RI LI YA LIANG RUI SU MU	Distemonanthus benthamianus	Plant medicine	豆科	Fabaceae														itcm_h_3091
3092	粗壮女贞		TCMID_H_2543			CU ZHUANG NV ZHEN	Ligustrum robustum	Plant medicine	木犀科	Oleaceae								散风热，清脑明目，解烦解渴。	To dissipate wind-heat, clear head and eyes, allay vexation and thirst.			leaf	Headache, toothache, sore pharynx, lip sore, tinnitus, red eyes, hemoptysis, summerheat-heat and vexation and thirst.	itcm_h_3092
3093			TCMID_H_8108			NIU TI DOU	Pithecolobium dulce	unknown										消肿祛湿。	To disperse swelling and dispel damp.			leaf		itcm_h_3093
3094	毛剪秋罗		TCMID_H_3512			MAO JIAN QIU LUO	Lychnis coronaria	Plant medicine	石竹科	Caryophyllaceae														itcm_h_3094
3095			TCMID_H_5141			FEN LU ZHU YANG YANG	Galium glaucum	Plant medicine	茜草科	Rubiaceae														itcm_h_3095
3096	山胡椒		TCMID_H_3942			SHAN HU JIAO YE	Lindera glauca	Plant medicine	樟科	Lauraceae								解毒祛疮，祛风止痛，止痒止血。	To resolve toxin and cure sores, dispel wind and relieve pain, relieve itch, stanch bleeding.			leaf	Toxin swelling of sores, wind-damp impediment pain, knocks and falls, bleeding due to external injury, itchy skin, snake or insect bites.	itcm_h_3096
3097			TCMID_H_5883			YOU SE ZI JIN NIU	Ardisia colorata	Plant medicine	报春花科	Primulaceae														itcm_h_3097
3098	头序楤木		TCMID_H_3432			TOU XU CONG MU	Aralia dasyphylla	Plant medicine	五加科	Araliaceae								详见 Aralia chinensis.	See  Aralia chinensis.			bast	See  Aralia chinensis.	itcm_h_3098
3099			TCMID_H_7541			FU MAO SHAN DOU GEN	Euchresta strigillosa	Plant medicine	豆科	Fabaceae								理气止痛，清热解毒。	To rectify qi  and relieve pain, clear heat and resolve toxin.			root	Stomachache, enteritis and diarrhea, abdominal distention, abdominal pain, swelling pain in throat.	itcm_h_3099
3100			TCMID_H_2931			AN HONG WE LING CAI		unknown																itcm_h_3100
3101	华桑		TCMID_H_7996			HUA SANG	Morus cathayana	Plant medicine	桑科	Moraceae								详见Morus alba.	See Morus alba.			leaf	See Morus alba.	itcm_h_3101
3102	溪黄草		TCMID_H_5057			XI HUANG CAO	Rabdosia serra	Plant medicine	唇形科	Lamiaceae								清热解毒，祛湿退黄，化瘀消肿。	To clear heat and resolve toxin, disinhibit damp and abate jaundice, dissipate stasis and disperse swelling.			whole herb	Damp-heat jaundice, cholecystitis, diarrhea, dysentery, swelling of sores, painful wound from knocks and falls.	itcm_h_3102
3103			TCMID_H_5899			BAN ZHEN ZHONG HUA SHU.	Tabebuia impetiginosa	Plant medicine	紫葳科	Bignoniaceae														itcm_h_3103
3104	云南红豆杉		TCMID_H_5932			YUN NAN HONG DOU SHAN	Taxus yunnanensis	Plant medicine	红豆杉科	Taxaceae														itcm_h_3104
3105			TCMID_H_2021			JIA BEU MU		unknown																itcm_h_3105
3106			TCMID_H_1506			AI JU	Chrysanthemum vulgare	Plant medicine	菊科	Asteraceae														itcm_h_3106
3107			TCMID_H_4904			SAN QI CAO	Gynura segetum [Syn. Gynura japonica ]	Plant medicine	菊科	Asteraceae								止血化瘀消肿止痛。	To stanch bleeding, dissipate stasis, disperse swelling and relieve pain.			leaf or whole herb	Blood ejection, spontaneous external bleeding, hemoptysis, hematochezia, flooding and spotting, bleeding due to external injury, dysmenorrhea, postpartum stasis stagnation abdominal pain, knocks and falls, wind-damp pain, welling abscess and flat abscess with clove sore, snake or insect bites.	itcm_h_3107
3108	柿		TCMID_H_965			SHI QI	Diospyros kaki	Plant medicine	柿科	Ebenaceae								平肝。	To calm liver.			unripe fruit juice	Hypertension.	itcm_h_3108
3109	圆叶鹅掌柴		TCMID_H_2976			YUAN YE E ZHANG CHAI	Schefflera rotundifolia	Plant medicine	五加科	Araliaceae														itcm_h_3109
3110	白皮松		TCMID_H_1372			BAI PI SONG	Pinus bungeana	Plant medicine	松科	Pinaceae								祛痰、止咳、平喘。	To dispel phlegm, relieve cough, calm asthma.			cone	Chronic trachitis, asthma, cough and shortness of breath, abundant phlegm.	itcm_h_3110
3111			TCMID_H_2088			HUANG LIAN HUA	Lysimachia davurica	Plant medicine	报春花科	Primulaceae								镇静和降低血压。	To calm and lower blood pressure.			whole herb with root	Hypertension, headache, insomnia.	itcm_h_3111
3112			TCMID_H_2661			YU KE GAN JU	Citrus yuko	Plant medicine	芸香科	Rutaceae														itcm_h_3112
3113	欧洲栗		TCMID_H_5583			OU ZHOU LI	Castanea sativa	Plant medicine	壳斗科	Fagaceae														itcm_h_3113
3114	毛白杨		TCMID_H_1100			MAO BAI YANG	Populus tomentosa	Plant medicine	杨柳科	Salicaceae								清热利湿，止咳化痰。	To clear heat and disinhibit damp, relieve cough and transform phlegm.			bark or twig	Hepatitis, dysentery, strangury-turbidity, cough of phlegm asthma.	itcm_h_3114
3115			TCMID_H_7758			YIN JU CHUAN BEI HAI MIAN	Cliona celata	unknown																itcm_h_3115
3116			TCMID_H_7940			TIAN YE JI DOU	Oxytropis campestris	Plant medicine	豆科	Fabaceae														itcm_h_3116
3117			TCMID_H_7944			FEI LI GUI LI	Quercus phillyraeoides	Plant medicine	壳斗科	Fagaceae														itcm_h_3117
3118	五福花		TCMID_H_3207			WU FU HUA	Adoxa moschatellina	Plant medicine	五福花科	Adoxaceae														itcm_h_3118
3119			TCMID_H_2659			DUO SUI TUN CAO	Ambrosia polystachya	Plant medicine	菊科	Asteraceae														itcm_h_3119
3120	祁州一枝蒿		TCMID_H_6582			QI ZHOU YI ZHI HAO	Conyza canadensis	Plant medicine	菊科	Asteraceae								清热利湿，化瘀消肿。	To clear heat and disinhibit damp, dissipate stasis and disperse swelling.			whole herb	Dysentery, enteritis, hepatitis, cholecystitis, knocks and falls, wind-damp bone pain, swelling pain of sore and boil, bleeding due to external injury, psoriasis.	itcm_h_3120
3121			TCMID_H_5081			WAN YAN HUANG QI	Astragalus flexuosus	Plant medicine	豆科	Fabaceae														itcm_h_3121
3122			TCMID_H_3664			PU TAO II		unknown																itcm_h_3122
3123			TCMID_H_2381			MEI GUO CI JIAO	Zanthoxylum clava- hercules	Plant medicine	芸香科	Rutaceae														itcm_h_3123
3124			TCMID_H_7015			SAN FANG HUA XU HONG YUE GUI	Tabernaemontana corymbosa	Plant medicine	夹竹桃科	Apocynaceae														itcm_h_3124
3125	百日菊		TCMID_H_5593			BAI RI CAO	Zinnia elegans	Plant medicine	菊科	Asteraceae								清热解毒。	To clear heat, disinhibit damp, resolve toxin.			whole herb	Damp-heat dysentery, strangury syndrome, mammary welling abscess, swollen boil.	itcm_h_3125
3126			TCMID_H_2651			MEI SHANG LU	Phytolacca americana [Syn. Phytolacca decandra ]	Plant medicine	商陆科	Phytolaccaceae								详见 Phytolacca esculenta.	See  Phytolacca esculenta.			root	See Phytolacca esculenta.	itcm_h_3126
3127			TCMID_H_1162			JIN DONG YING SU	Papaver orientale	Plant medicine	罂粟科	Papaveraceae														itcm_h_3127
3128	黄花鼠尾草		TCMID_H_7934			HUANG HUA SHU WEI CAO	Salvia flava	Plant medicine	唇形科	Lamiaceae								活血调经，化瘀止痛。	To quicken blood and regulate menstruation, transform stasis and relieve pain.			root	Menstrual disorder, menstrual pain, menstrual block, flooding and spotting, blood ejection, wind-damp bone pain, mammary welling abscess, swelling of sores.	itcm_h_3128
3129	南方琉璃草		TCMID_H_4034			NAN FANG LIU LI CAO	Cynoglossum australe	Plant medicine	紫草科	Boraginaceae														itcm_h_3129
3130			TCMID_H_4863			CI YI YE HUA JIAO	Zanthoxylum dimorphophyllum var. spinifolum	Plant medicine	芸香科	Rutaceae								祛风散寒，化瘀止痛，止血生肉。	To dispel wind and dissipate cold, dissipate stasis and settle pain, stanch bleeding and engender flesh.			root	Wind-cold-damp impediment, wind-cold cough, knocks and falls, static blood swelling pain, bleeding due to external injury.	itcm_h_3130
3131			TCMID_H_2064			DUN LIE YIN LIAN HUA	Anemone obtusiloba	Plant medicine	毛茛科	Ranunculaceae														itcm_h_3131
3132	看麦娘状莎草		TCMID_H_2711			KAN MAI NIANG ZHUANG SHA CAO	Cyperus alopecuroides	Plant medicine	莎草科	Cyperaceae														itcm_h_3132
3133			TCMID_H_5128			XIAO TOU DUI XIN JU	Helenium microcephalum	Plant medicine	菊科	Asteraceae														itcm_h_3133
3134			TCMID_H_2038			LI GUO XIAN REN ZHANG	Opuntia ficus- indica	Plant medicine	仙人掌科	Cactaceae								清肺止咳，凉血解毒。	To clear lung and relieve cough, cool blood and resolve toxin.			root and stem	Lung heat cough, tuberculosis and hemoptysis, dysentery, bleeding from hemorrhoids, mammary welling abscess, epidemic parotitis, swelling toxin of welling abscess and sore, burns and scalds, bald sores, scab and lichen, snake or insect bites.	itcm_h_3134
3135	熬头无患子		TCMID_H_4872			AO TOU WU HUAN ZI	Sapindus emarginatus	Plant medicine	无患子科	Sapindaceae														itcm_h_3135
3136	小婆婆纳		TCMID_H_2041			XIAO PO PO NA	Veronica serpyllifolia	Plant medicine	车前科	Plantaginaceae								活血化瘀，止血，解毒。	To quicken blood and dissipate stasis, stanch bleeding, resolve toxin.			whole herb	Knocks and falls, menstrual disorder, bleeding due to external injury, mouth sore, burns and scalds.	itcm_h_3136
3137	红球姜		TCMID_H_7716			HONG QIU JIANG	Zingiber zerumbet	Plant medicine	姜科	Zingiberaceae														itcm_h_3137
3138			TCMID_H_1787			FENG YU HUA	Zephyranthes grandiflora [Syn. Zephyranthes carinata]	Plant medicine	石蒜科	Amaryllidaceae								凉血止血，解毒消肿。	To cool blood and stanch bleeding, resolve toxin and disperse swelling.			whole herb	Blood ejection, hematochezia, flooding and spotting, red swollen due to knocks and falls, red swollen sore and welling abscess, poisonous snake bite.	itcm_h_3138
3139	白花罂粟		TCMID_H_3562			BAI HUA YING SU	Papaver album	Plant medicine	罂粟科	Papaveraceae														itcm_h_3139
3140	大阿米芹		TCMID_H_6757			DA A MI	Ammi majus	Plant medicine	伞形科	Apiaceae														itcm_h_3140
3141			TCMID_H_4169			LI DE LI FAN LONG YAN	Pometia ridleyi	Plant medicine	无患子科	Sapindaceae														itcm_h_3141
3142			TCMID_H_1805			DA YE KU NUO NI.	Cunonia macrophylla	Plant medicine	合椿梅科	Cunoniaceae														itcm_h_3142
3143			TCMID_H_6995			YUE HUA	Betula ermanii	Plant medicine	桦木科	Betulaceae								清热解毒。	To clear heat and resolve toxin.			bark	Swelling toxin of welling abscess and sore.	itcm_h_3143
3144			TCMID_H_6502			NING BIAN E TAI.	Radula perrottetii	Plant medicine	扁萼苔科	Radulaceae														itcm_h_3144
3145			TCMID_H_4979			CHA XIAN XIN JIANG HAO BEN		unknown																itcm_h_3145
3146			TCMID_H_5801			TIAN PENG ZI	Scopolia sinensis	Plant medicine	茄科	Solanaceae								祛风散寒，活络血管，止痛。	To dissipate wind-cold, quicken network vessels and relieve pain.			root	Wind-cold-damp impediment, paralysis, painful wound from knocks and falls, tetanus.	itcm_h_3146
3147	黄毛葛		TCMID_H_5796			HUANG MAO GE	Pueraria calycina	Plant medicine	豆科	Fabaceae														itcm_h_3147
3148			TCMID_H_2031			YIN DU BA QIA	Hemidesmus indicus	Plant medicine	夹竹桃科	Apocynaceae								清热解毒，利尿消肿，滋补补益[5509]。	To clear heat and resolve toxin, disinhibit urine and disperse edema, enrich and supplement [5509].			root	febrile diseases, strangury, syphilis, snake bite or scorpion sting[5509].	itcm_h_3148
3149	倒提壶		TCMID_H_2942			GOU SHI HUA	Cynoglossum amabile	Plant medicine	紫草科	Boraginaceae								清肺化痰，止血化瘀，清热利湿。	To clear lung and transform phlegm, stanch bleeding and dissipate stasis, clear heat and disinhibit damp.			whole herb	Cough, blood ejection, hepatitis, dysentery, odynuria, vaginal discharge, scrofula, knife wound, fracture.	itcm_h_3149
3150	泽漆		TCMID_H_7358			ZE QI	Euphorbia helioscopia	Plant medicine	大戟科	Euphorbiaceae								祛水消肿、止咳化痰、解毒杀虫。	To disinhibit water and disperse edema, relieve cough and transform phlegm, resolve toxin and kill worms.			whole herb	Edema and qi  fullness, phlegm-rheum cough asthma, malaria, bacillary dysentery, scrofula, tuberculous fistula, medullitis.	itcm_h_3150
3151	枳		TCMID_H_5614			GOU JU ZHI SHI	Poncirus trifoliata	Plant medicine	芸香科	Rutaceae								详见 Citrus aurantium.	See  Citrus aurantium.			young fruit	See  Citrus aurantium.	itcm_h_3151
3152	草苁蓉		TCMID_H_3314			CAO CONG RONG	Boschniakia rossica	Plant medicine	列当科	Orobanchaceae								补肾壮阳，润肠通便，止血。	To supplement kidney and invigorate yang ,   moisten intestines and free stool, stanch bleeding.			whole herb	Kidney vacuity impotence, emission, cold pain in lumbus and knees, dribbling urination, hematuria, infertility due to uterus cold, vaginal discharge, flooding and spotting, intestinal dry and constipation.	itcm_h_3152
3153			TCMID_H_985			SHEN LIE YU HUANG CAO	Merremia dissecta	Plant medicine	旋花科	Convolvulaceae														itcm_h_3153
